"longitude","latitude","species","geometry","color"
147.527,-42.7845,"Calidris ruficollis",c(147.527, -42.7845),"#2F6C99"
151.079,-33.844,"Calidris ruficollis",c(151.079, -33.844),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
153.545,-28.8548,"Calidris ruficollis",c(153.545, -28.8548),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
145.776,-16.9183,"Calidris ruficollis",c(145.776, -16.9183),"#2F6C99"
149.764,-37.5712,"Calidris ruficollis",c(149.764, -37.5712),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
136.59117,-12.7215,"Calidris ruficollis",c(136.59117, -12.7215),"#2F6C99"
143.905,-38.1799,"Calidris ruficollis",c(143.905, -38.1799),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.804,-37.8795,"Calidris ruficollis",c(144.804, -37.8795),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
153.604,-28.8431,"Calidris ruficollis",c(153.604, -28.8431),"#2F6C99"
145.763,-16.9388,"Calidris ruficollis",c(145.763, -16.9388),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.592,-37.9979,"Calidris ruficollis",c(144.592, -37.9979),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.592,-37.9979,"Calidris ruficollis",c(144.592, -37.9979),"#2F6C99"
144.592,-37.9979,"Calidris ruficollis",c(144.592, -37.9979),"#2F6C99"
151.78447,-32.93175,"Calidris ruficollis",c(151.78447, -32.93175),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
145.774,-16.9166,"Calidris ruficollis",c(145.774, -16.9166),"#2F6C99"
153.184,-27.3757,"Calidris ruficollis",c(153.184, -27.3757),"#2F6C99"
153.07,-27.2127,"Calidris ruficollis",c(153.07, -27.2127),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
142.974,-37.2954,"Calidris ruficollis",c(142.974, -37.2954),"#2F6C99"
145.53464,-38.36516,"Calidris ruficollis",c(145.53464, -38.36516),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.801,-37.8673,"Calidris ruficollis",c(144.801, -37.8673),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.783,-37.9,"Calidris ruficollis",c(144.783, -37.9),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
151.199,-34.0411,"Calidris ruficollis",c(151.199, -34.0411),"#2F6C99"
144.426,-38.2838,"Calidris ruficollis",c(144.426, -38.2838),"#2F6C99"
153.075,-26.3839,"Calidris ruficollis",c(153.075, -26.3839),"#2F6C99"
143.592,-30.7619,"Calidris ruficollis",c(143.592, -30.7619),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
153.233,-27.483,"Calidris ruficollis",c(153.233, -27.483),"#2F6C99"
151.78447,-32.93175,"Calidris ruficollis",c(151.78447, -32.93175),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
153.4155,-27.0362,"Calidris ruficollis",c(153.4155, -27.0362),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
151.199,-34.0411,"Calidris ruficollis",c(151.199, -34.0411),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
130.94899,-12.5072,"Calidris ruficollis",c(130.94899, -12.5072),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
120.5833,-19.8333,"Calidris ruficollis",c(120.5833, -19.8333),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
134.63667,-12.03,"Calidris ruficollis",c(134.63667, -12.03),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.79,-37.9052,"Calidris ruficollis",c(144.79, -37.9052),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
134.172,-19.6705,"Calidris ruficollis",c(134.172, -19.6705),"#2F6C99"
153.046,-27.2739,"Calidris ruficollis",c(153.046, -27.2739),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.592,-37.9979,"Calidris ruficollis",c(144.592, -37.9979),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
142.313,-38.3532,"Calidris ruficollis",c(142.313, -38.3532),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
153.184,-27.3757,"Calidris ruficollis",c(153.184, -27.3757),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.592,-37.9979,"Calidris ruficollis",c(144.592, -37.9979),"#2F6C99"
145.764,-16.9058,"Calidris ruficollis",c(145.764, -16.9058),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
145.774,-16.9166,"Calidris ruficollis",c(145.774, -16.9166),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
145.53464,-38.36516,"Calidris ruficollis",c(145.53464, -38.36516),"#2F6C99"
153.094,-27.34,"Calidris ruficollis",c(153.094, -27.34),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.8,-37.88,"Calidris ruficollis",c(144.8, -37.88),"#2F6C99"
153.04,-27.2776,"Calidris ruficollis",c(153.04, -27.2776),"#2F6C99"
153.188,-27.4465,"Calidris ruficollis",c(153.188, -27.4465),"#2F6C99"
145.53464,-38.36516,"Calidris ruficollis",c(145.53464, -38.36516),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
145.53464,-38.36516,"Calidris ruficollis",c(145.53464, -38.36516),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
153.574,-28.8628,"Calidris ruficollis",c(153.574, -28.8628),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.808,-37.8781,"Calidris ruficollis",c(144.808, -37.8781),"#2F6C99"
144.426,-38.085,"Calidris ruficollis",c(144.426, -38.085),"#2F6C99"
138.479,-34.6392,"Calidris ruficollis",c(138.479, -34.6392),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
153.113,-27.1908,"Calidris ruficollis",c(153.113, -27.1908),"#2F6C99"
153.085,-27.3282,"Calidris ruficollis",c(153.085, -27.3282),"#2F6C99"
144.592,-37.9979,"Calidris ruficollis",c(144.592, -37.9979),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
145.776,-16.9183,"Calidris ruficollis",c(145.776, -16.9183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
145.53464,-38.36516,"Calidris ruficollis",c(145.53464, -38.36516),"#2F6C99"
133.8346,-23.73189,"Calidris ruficollis",c(133.8346, -23.73189),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
148.982,-37.7658,"Calidris ruficollis",c(148.982, -37.7658),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.592,-37.9979,"Calidris ruficollis",c(144.592, -37.9979),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
145.774,-16.9166,"Calidris ruficollis",c(145.774, -16.9166),"#2F6C99"
153.194,-27.4546,"Calidris ruficollis",c(153.194, -27.4546),"#2F6C99"
145.53464,-38.36516,"Calidris ruficollis",c(145.53464, -38.36516),"#2F6C99"
144.592,-37.9979,"Calidris ruficollis",c(144.592, -37.9979),"#2F6C99"
153.194,-27.4546,"Calidris ruficollis",c(153.194, -27.4546),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
153.604,-28.8431,"Calidris ruficollis",c(153.604, -28.8431),"#2F6C99"
139.138,-35.3706,"Calidris ruficollis",c(139.138, -35.3706),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.796,-37.8913,"Calidris ruficollis",c(144.796, -37.8913),"#2F6C99"
152.691,-31.877,"Calidris ruficollis",c(152.691, -31.877),"#2F6C99"
153.113,-27.1908,"Calidris ruficollis",c(153.113, -27.1908),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
140.838,-17.4438,"Calidris ruficollis",c(140.838, -17.4438),"#2F6C99"
144.408,-38.1982,"Calidris ruficollis",c(144.408, -38.1982),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
153.109,-27.048,"Calidris ruficollis",c(153.109, -27.048),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
153.184,-27.3757,"Calidris ruficollis",c(153.184, -27.3757),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
146.38,-33.3153,"Calidris ruficollis",c(146.38, -33.3153),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
130.33455,-12.89859,"Calidris ruficollis",c(130.33455, -12.89859),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.508,-38.0449,"Calidris ruficollis",c(144.508, -38.0449),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
153.046,-27.2739,"Calidris ruficollis",c(153.046, -27.2739),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
150.773,-34.9466,"Calidris ruficollis",c(150.773, -34.9466),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
134.172,-19.6705,"Calidris ruficollis",c(134.172, -19.6705),"#2F6C99"
153.42606,-27.04007,"Calidris ruficollis",c(153.42606, -27.04007),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
141.263,-23.8214,"Calidris ruficollis",c(141.263, -23.8214),"#2F6C99"
145.53464,-38.36516,"Calidris ruficollis",c(145.53464, -38.36516),"#2F6C99"
151.78447,-32.93175,"Calidris ruficollis",c(151.78447, -32.93175),"#2F6C99"
150.763,-34.9535,"Calidris ruficollis",c(150.763, -34.9535),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
139.483,-20.7333,"Calidris ruficollis",c(139.483, -20.7333),"#2F6C99"
144.42,-38.2436,"Calidris ruficollis",c(144.42, -38.2436),"#2F6C99"
144.377,-38.3052,"Calidris ruficollis",c(144.377, -38.3052),"#2F6C99"
144.014,-36.0602,"Calidris ruficollis",c(144.014, -36.0602),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
153.032,-27.1495,"Calidris ruficollis",c(153.032, -27.1495),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
143.773,-35.6532,"Calidris ruficollis",c(143.773, -35.6532),"#2F6C99"
144.53464,-38.0485,"Calidris ruficollis",c(144.53464, -38.0485),"#2F6C99"
144.426,-38.085,"Calidris ruficollis",c(144.426, -38.085),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
145.53464,-38.36516,"Calidris ruficollis",c(145.53464, -38.36516),"#2F6C99"
147.879,-42.5542,"Calidris ruficollis",c(147.879, -42.5542),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
153.113,-27.1908,"Calidris ruficollis",c(153.113, -27.1908),"#2F6C99"
144.592,-37.9979,"Calidris ruficollis",c(144.592, -37.9979),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
145.53464,-38.36516,"Calidris ruficollis",c(145.53464, -38.36516),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.523,-38.0427,"Calidris ruficollis",c(144.523, -38.0427),"#2F6C99"
153.4205,-27.29007,"Calidris ruficollis",c(153.4205, -27.29007),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.508,-38.0449,"Calidris ruficollis",c(144.508, -38.0449),"#2F6C99"
142.372,-38.3474,"Calidris ruficollis",c(142.372, -38.3474),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
147.537,-42.7881,"Calidris ruficollis",c(147.537, -42.7881),"#2F6C99"
133.857,-23.7356,"Calidris ruficollis",c(133.857, -23.7356),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
128.217,-15.5,"Calidris ruficollis",c(128.217, -15.5),"#2F6C99"
145.53464,-38.36516,"Calidris ruficollis",c(145.53464, -38.36516),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.592,-37.9979,"Calidris ruficollis",c(144.592, -37.9979),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.592,-37.9979,"Calidris ruficollis",c(144.592, -37.9979),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
145.406,-16.43,"Calidris ruficollis",c(145.406, -16.43),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
142.863,-37.6993,"Calidris ruficollis",c(142.863, -37.6993),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
143.753,-35.5163,"Calidris ruficollis",c(143.753, -35.5163),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.424,-38.2072,"Calidris ruficollis",c(144.424, -38.2072),"#2F6C99"
144.452,-38.2844,"Calidris ruficollis",c(144.452, -38.2844),"#2F6C99"
144.592,-37.9979,"Calidris ruficollis",c(144.592, -37.9979),"#2F6C99"
153.134,-27.0483,"Calidris ruficollis",c(153.134, -27.0483),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.592,-37.9979,"Calidris ruficollis",c(144.592, -37.9979),"#2F6C99"
152.905,-25.6689,"Calidris ruficollis",c(152.905, -25.6689),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
152.395,-24.7711,"Calidris ruficollis",c(152.395, -24.7711),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
145.774,-16.9166,"Calidris ruficollis",c(145.774, -16.9166),"#2F6C99"
144.41,-38.2364,"Calidris ruficollis",c(144.41, -38.2364),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
152.395,-24.7711,"Calidris ruficollis",c(152.395, -24.7711),"#2F6C99"
149.758,-37.5501,"Calidris ruficollis",c(149.758, -37.5501),"#2F6C99"
144.592,-37.9979,"Calidris ruficollis",c(144.592, -37.9979),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
145.418,-15.9805,"Calidris ruficollis",c(145.418, -15.9805),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.592,-37.9979,"Calidris ruficollis",c(144.592, -37.9979),"#2F6C99"
144.558,-38.0363,"Calidris ruficollis",c(144.558, -38.0363),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
145.5422,-38.3735,"Calidris ruficollis",c(145.5422, -38.3735),"#2F6C99"
144.858,-37.8583,"Calidris ruficollis",c(144.858, -37.8583),"#2F6C99"
151.78447,-32.93175,"Calidris ruficollis",c(151.78447, -32.93175),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
145.477,-17.2971,"Calidris ruficollis",c(145.477, -17.2971),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
145.53464,-38.36516,"Calidris ruficollis",c(145.53464, -38.36516),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
153.039,-30.9156,"Calidris ruficollis",c(153.039, -30.9156),"#2F6C99"
149.20472,-21.25524,"Calidris ruficollis",c(149.20472, -21.25524),"#2F6C99"
152.395,-24.7711,"Calidris ruficollis",c(152.395, -24.7711),"#2F6C99"
140.18138,-33.71928,"Calidris ruficollis",c(140.18138, -33.71928),"#2F6C99"
144.592,-37.9979,"Calidris ruficollis",c(144.592, -37.9979),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
143.538,-38.0864,"Calidris ruficollis",c(143.538, -38.0864),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.592,-37.9979,"Calidris ruficollis",c(144.592, -37.9979),"#2F6C99"
129.67108,-24.00719,"Calidris ruficollis",c(129.67108, -24.00719),"#2F6C99"
145.53464,-38.36516,"Calidris ruficollis",c(145.53464, -38.36516),"#2F6C99"
144.592,-37.9979,"Calidris ruficollis",c(144.592, -37.9979),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
139.79999,-37.21347,"Calidris ruficollis",c(139.79999, -37.21347),"#2F6C99"
153.2094,-27.4734,"Calidris ruficollis",c(153.2094, -27.4734),"#2F6C99"
144.804,-37.8795,"Calidris ruficollis",c(144.804, -37.8795),"#2F6C99"
144.801,-37.8673,"Calidris ruficollis",c(144.801, -37.8673),"#2F6C99"
152.395,-24.7711,"Calidris ruficollis",c(152.395, -24.7711),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
153.14273,-27.05674,"Calidris ruficollis",c(153.14273, -27.05674),"#2F6C99"
149.756,-37.5751,"Calidris ruficollis",c(149.756, -37.5751),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
150.763,-34.9535,"Calidris ruficollis",c(150.763, -34.9535),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
153.194,-27.4546,"Calidris ruficollis",c(153.194, -27.4546),"#2F6C99"
