"longitude","latitude","species","geometry","color"
153.168676,-27.40733,"Calidris ruficollis",c(153.168676, -27.40733),"#2F6C99"
119.280122,-34.251514,"Calidris ruficollis",c(119.280122, -34.251514),"#2F6C99"
138.793392,-35.517107,"Calidris ruficollis",c(138.793392, -35.517107),"#2F6C99"
152.880178,-25.605968,"Calidris ruficollis",c(152.880178, -25.605968),"#2F6C99"
144.527343,-38.04175,"Calidris ruficollis",c(144.527343, -38.04175),"#2F6C99"
139.569489,-36.031568,"Calidris ruficollis",c(139.569489, -36.031568),"#2F6C99"
144.426621,-38.283483,"Calidris ruficollis",c(144.426621, -38.283483),"#2F6C99"
139.211697,-35.328178,"Calidris ruficollis",c(139.211697, -35.328178),"#2F6C99"
139.170452,-35.330357,"Calidris ruficollis",c(139.170452, -35.330357),"#2F6C99"
139.213107,-35.327228,"Calidris ruficollis",c(139.213107, -35.327228),"#2F6C99"
139.152614,-35.331866,"Calidris ruficollis",c(139.152614, -35.331866),"#2F6C99"
139.174036,-35.330827,"Calidris ruficollis",c(139.174036, -35.330827),"#2F6C99"
139.174036,-35.330827,"Calidris ruficollis",c(139.174036, -35.330827),"#2F6C99"
139.174036,-35.330827,"Calidris ruficollis",c(139.174036, -35.330827),"#2F6C99"
137.815467,-35.798732,"Calidris ruficollis",c(137.815467, -35.798732),"#2F6C99"
144.571501,-38.019273,"Calidris ruficollis",c(144.571501, -38.019273),"#2F6C99"
144.571501,-38.019273,"Calidris ruficollis",c(144.571501, -38.019273),"#2F6C99"
144.571501,-38.019273,"Calidris ruficollis",c(144.571501, -38.019273),"#2F6C99"
144.589975,-37.989361,"Calidris ruficollis",c(144.589975, -37.989361),"#2F6C99"
144.590147,-37.989267,"Calidris ruficollis",c(144.590147, -37.989267),"#2F6C99"
144.590318,-37.989422,"Calidris ruficollis",c(144.590318, -37.989422),"#2F6C99"
144.589975,-37.989693,"Calidris ruficollis",c(144.589975, -37.989693),"#2F6C99"
144.589546,-37.990234,"Calidris ruficollis",c(144.589546, -37.990234),"#2F6C99"
144.589632,-37.989625,"Calidris ruficollis",c(144.589632, -37.989625),"#2F6C99"
144.589632,-37.98922,"Calidris ruficollis",c(144.589632, -37.98922),"#2F6C99"
144.589288,-37.989872,"Calidris ruficollis",c(144.589288, -37.989872),"#2F6C99"
144.589117,-37.989534,"Calidris ruficollis",c(144.589117, -37.989534),"#2F6C99"
144.589546,-37.989466,"Calidris ruficollis",c(144.589546, -37.989466),"#2F6C99"
144.589288,-37.989015,"Calidris ruficollis",c(144.589288, -37.989015),"#2F6C99"
144.589546,-37.988891,"Calidris ruficollis",c(144.589546, -37.988891),"#2F6C99"
144.589632,-37.989094,"Calidris ruficollis",c(144.589632, -37.989094),"#2F6C99"
144.585729,-37.999398,"Calidris ruficollis",c(144.585729, -37.999398),"#2F6C99"
144.586759,-37.998856,"Calidris ruficollis",c(144.586759, -37.998856),"#2F6C99"
144.589037,-38.005981,"Calidris ruficollis",c(144.589037, -38.005981),"#2F6C99"
144.440894,-38.085939,"Calidris ruficollis",c(144.440894, -38.085939),"#2F6C99"
144.561863,-38.008347,"Calidris ruficollis",c(144.561863, -38.008347),"#2F6C99"
144.589551,-38.004375,"Calidris ruficollis",c(144.589551, -38.004375),"#2F6C99"
144.444228,-38.079986,"Calidris ruficollis",c(144.444228, -38.079986),"#2F6C99"
144.378354,-38.302986,"Calidris ruficollis",c(144.378354, -38.302986),"#2F6C99"
144.378154,-38.303612,"Calidris ruficollis",c(144.378154, -38.303612),"#2F6C99"
139.852496,-36.81059,"Calidris ruficollis",c(139.852496, -36.81059),"#2F6C99"
144.377948,-38.303367,"Calidris ruficollis",c(144.377948, -38.303367),"#2F6C99"
144.37872,-38.301818,"Calidris ruficollis",c(144.37872, -38.301818),"#2F6C99"
144.377737,-38.302179,"Calidris ruficollis",c(144.377737, -38.302179),"#2F6C99"
144.377601,-38.302158,"Calidris ruficollis",c(144.377601, -38.302158),"#2F6C99"
139.169117,-35.328703,"Calidris ruficollis",c(139.169117, -35.328703),"#2F6C99"
135.867406,-34.74588,"Calidris ruficollis",c(135.867406, -34.74588),"#2F6C99"
144.378155,-38.30204,"Calidris ruficollis",c(144.378155, -38.30204),"#2F6C99"
115.732278,-32.787009,"Calidris ruficollis",c(115.732278, -32.787009),"#2F6C99"
143.719825,-37.430044,"Calidris ruficollis",c(143.719825, -37.430044),"#2F6C99"
144.377472,-38.303456,"Calidris ruficollis",c(144.377472, -38.303456),"#2F6C99"
144.378021,-38.303253,"Calidris ruficollis",c(144.378021, -38.303253),"#2F6C99"
144.621597,-37.992696,"Calidris ruficollis",c(144.621597, -37.992696),"#2F6C99"
144.378843,-38.301933,"Calidris ruficollis",c(144.378843, -38.301933),"#2F6C99"
144.377987,-38.303419,"Calidris ruficollis",c(144.377987, -38.303419),"#2F6C99"
144.563987,-38.026895,"Calidris ruficollis",c(144.563987, -38.026895),"#2F6C99"
138.582396,-34.827766,"Calidris ruficollis",c(138.582396, -34.827766),"#2F6C99"
150.743991,-34.859948,"Calidris ruficollis",c(150.743991, -34.859948),"#2F6C99"
144.377644,-38.303278,"Calidris ruficollis",c(144.377644, -38.303278),"#2F6C99"
150.743991,-34.859807,"Calidris ruficollis",c(150.743991, -34.859807),"#2F6C99"
150.743906,-34.860018,"Calidris ruficollis",c(150.743906, -34.860018),"#2F6C99"
150.745107,-34.858891,"Calidris ruficollis",c(150.745107, -34.858891),"#2F6C99"
151.152268,-34.051208,"Calidris ruficollis",c(151.152268, -34.051208),"#2F6C99"
151.152268,-34.051208,"Calidris ruficollis",c(151.152268, -34.051208),"#2F6C99"
150.743562,-34.860652,"Calidris ruficollis",c(150.743562, -34.860652),"#2F6C99"
150.74279,-34.860018,"Calidris ruficollis",c(150.74279, -34.860018),"#2F6C99"
144.562636,-38.027077,"Calidris ruficollis",c(144.562636, -38.027077),"#2F6C99"
144.562636,-38.027077,"Calidris ruficollis",c(144.562636, -38.027077),"#2F6C99"
144.562636,-38.027077,"Calidris ruficollis",c(144.562636, -38.027077),"#2F6C99"
144.562636,-38.027077,"Calidris ruficollis",c(144.562636, -38.027077),"#2F6C99"
144.562636,-38.027077,"Calidris ruficollis",c(144.562636, -38.027077),"#2F6C99"
119.365418,-34.285201,"Calidris ruficollis",c(119.365418, -34.285201),"#2F6C99"
119.9,-33.9,"Calidris ruficollis",c(119.9, -33.9),"#2F6C99"
144.377728,-38.30307,"Calidris ruficollis",c(144.377728, -38.30307),"#2F6C99"
144.377941,-38.302213,"Calidris ruficollis",c(144.377941, -38.302213),"#2F6C99"
139.151012,-35.33215,"Calidris ruficollis",c(139.151012, -35.33215),"#2F6C99"
144.527966,-38.041364,"Calidris ruficollis",c(144.527966, -38.041364),"#2F6C99"
139.18238,-35.333929,"Calidris ruficollis",c(139.18238, -35.333929),"#2F6C99"
139.853921,-36.804287,"Calidris ruficollis",c(139.853921, -36.804287),"#2F6C99"
146.169801,-38.845694,"Calidris ruficollis",c(146.169801, -38.845694),"#2F6C99"
135.170032,-33.873064,"Calidris ruficollis",c(135.170032, -33.873064),"#2F6C99"
134.284822,-32.681769,"Calidris ruficollis",c(134.284822, -32.681769),"#2F6C99"
138.446182,-35.269436,"Calidris ruficollis",c(138.446182, -35.269436),"#2F6C99"
138.445291,-35.269761,"Calidris ruficollis",c(138.445291, -35.269761),"#2F6C99"
138.445387,-35.269754,"Calidris ruficollis",c(138.445387, -35.269754),"#2F6C99"
144.377858,-38.303944,"Calidris ruficollis",c(144.377858, -38.303944),"#2F6C99"
151.366572,-23.936913,"Calidris ruficollis",c(151.366572, -23.936913),"#2F6C99"
144.488637,-38.289119,"Calidris ruficollis",c(144.488637, -38.289119),"#2F6C99"
144.378453,-38.302646,"Calidris ruficollis",c(144.378453, -38.302646),"#2F6C99"
150.765481,-34.850212,"Calidris ruficollis",c(150.765481, -34.850212),"#2F6C99"
150.765481,-34.850212,"Calidris ruficollis",c(150.765481, -34.850212),"#2F6C99"
144.378091,-38.302989,"Calidris ruficollis",c(144.378091, -38.302989),"#2F6C99"
139.205247,-35.326045,"Calidris ruficollis",c(139.205247, -35.326045),"#2F6C99"
144.378146,-38.303078,"Calidris ruficollis",c(144.378146, -38.303078),"#2F6C99"
139.971633,-34.173675,"Calidris ruficollis",c(139.971633, -34.173675),"#2F6C99"
139.971633,-34.173675,"Calidris ruficollis",c(139.971633, -34.173675),"#2F6C99"
144.382931,-38.299838,"Calidris ruficollis",c(144.382931, -38.299838),"#2F6C99"
150.747082,-34.860917,"Calidris ruficollis",c(150.747082, -34.860917),"#2F6C99"
142.20146,-38.394371,"Calidris ruficollis",c(142.20146, -38.394371),"#2F6C99"
144.189779,-38.411591,"Calidris ruficollis",c(144.189779, -38.411591),"#2F6C99"
144.37833,-38.30278,"Calidris ruficollis",c(144.37833, -38.30278),"#2F6C99"
146.20194,-38.761646,"Calidris ruficollis",c(146.20194, -38.761646),"#2F6C99"
146.202053,-38.761788,"Calidris ruficollis",c(146.202053, -38.761788),"#2F6C99"
144.378499,-38.302595,"Calidris ruficollis",c(144.378499, -38.302595),"#2F6C99"
151.203483,-33.673707,"Calidris ruficollis",c(151.203483, -33.673707),"#2F6C99"
144.836922,-37.868761,"Calidris ruficollis",c(144.836922, -37.868761),"#2F6C99"
152.691892,-31.878155,"Calidris ruficollis",c(152.691892, -31.878155),"#2F6C99"
137.341609,-35.158364,"Calidris ruficollis",c(137.341609, -35.158364),"#2F6C99"
137.19164,-35.207998,"Calidris ruficollis",c(137.19164, -35.207998),"#2F6C99"
138.826583,-35.531078,"Calidris ruficollis",c(138.826583, -35.531078),"#2F6C99"
137.878211,-34.578025,"Calidris ruficollis",c(137.878211, -34.578025),"#2F6C99"
142.308006,-38.357206,"Calidris ruficollis",c(142.308006, -38.357206),"#2F6C99"
138.444083,-35.270758,"Calidris ruficollis",c(138.444083, -35.270758),"#2F6C99"
147.483509,-42.810721,"Calidris ruficollis",c(147.483509, -42.810721),"#2F6C99"
149.980497,-36.702651,"Calidris ruficollis",c(149.980497, -36.702651),"#2F6C99"
150.74382,-34.857835,"Calidris ruficollis",c(150.74382, -34.857835),"#2F6C99"
152.692993,-31.8751,"Calidris ruficollis",c(152.692993, -31.8751),"#2F6C99"
138.815522,-35.529439,"Calidris ruficollis",c(138.815522, -35.529439),"#2F6C99"
137.558177,-34.058968,"Calidris ruficollis",c(137.558177, -34.058968),"#2F6C99"
139.402932,-35.888506,"Calidris ruficollis",c(139.402932, -35.888506),"#2F6C99"
140.803768,-38.046798,"Calidris ruficollis",c(140.803768, -38.046798),"#2F6C99"
144.633667,-37.927364,"Calidris ruficollis",c(144.633667, -37.927364),"#2F6C99"
144.575011,-38.020439,"Calidris ruficollis",c(144.575011, -38.020439),"#2F6C99"
142.316366,-38.359761,"Calidris ruficollis",c(142.316366, -38.359761),"#2F6C99"
142.309168,-38.356561,"Calidris ruficollis",c(142.309168, -38.356561),"#2F6C99"
143.667084,-38.762565,"Calidris ruficollis",c(143.667084, -38.762565),"#2F6C99"
145.066103,-38.425353,"Calidris ruficollis",c(145.066103, -38.425353),"#2F6C99"
144.581919,-38.011182,"Calidris ruficollis",c(144.581919, -38.011182),"#2F6C99"
144.581919,-38.011182,"Calidris ruficollis",c(144.581919, -38.011182),"#2F6C99"
144.581919,-38.011182,"Calidris ruficollis",c(144.581919, -38.011182),"#2F6C99"
144.581919,-38.011182,"Calidris ruficollis",c(144.581919, -38.011182),"#2F6C99"
144.507805,-38.046866,"Calidris ruficollis",c(144.507805, -38.046866),"#2F6C99"
138.812187,-35.529167,"Calidris ruficollis",c(138.812187, -35.529167),"#2F6C99"
139.164774,-35.693905,"Calidris ruficollis",c(139.164774, -35.693905),"#2F6C99"
146.195173,-38.865231,"Calidris ruficollis",c(146.195173, -38.865231),"#2F6C99"
139.851313,-36.816154,"Calidris ruficollis",c(139.851313, -36.816154),"#2F6C99"
144.560433,-38.015207,"Calidris ruficollis",c(144.560433, -38.015207),"#2F6C99"
150.744191,-34.85796,"Calidris ruficollis",c(150.744191, -34.85796),"#2F6C99"
150.510105,-35.267187,"Calidris ruficollis",c(150.510105, -35.267187),"#2F6C99"
144.4175293,-38.0846378,"Calidris ruficollis",c(144.4175293, -38.0846378),"#2F6C99"
144.8792288864,-37.8659283106,"Calidris ruficollis",c(144.8792288864, -37.8659283106),"#2F6C99"
119.3654177742,-34.2852005972,"Calidris ruficollis",c(119.3654177742, -34.2852005972),"#2F6C99"
151.203482851,-33.6737065565,"Calidris ruficollis",c(151.203482851, -33.6737065565),"#2F6C99"
144.8556816898,-37.8627033941,"Calidris ruficollis",c(144.8556816898, -37.8627033941),"#2F6C99"
144.1897788062,-38.4115910353,"Calidris ruficollis",c(144.1897788062, -38.4115910353),"#2F6C99"
144.3784992144,-38.3025946081,"Calidris ruficollis",c(144.3784992144, -38.3025946081),"#2F6C99"
146.2020529428,-38.7617880651,"Calidris ruficollis",c(146.2020529428, -38.7617880651),"#2F6C99"
146.20194029,-38.7616458452,"Calidris ruficollis",c(146.20194029, -38.7616458452),"#2F6C99"
144.3783295961,-38.3027795235,"Calidris ruficollis",c(144.3783295961, -38.3027795235),"#2F6C99"
142.2014596149,-38.3943708945,"Calidris ruficollis",c(142.2014596149, -38.3943708945),"#2F6C99"
142.3193673319,-38.3587849729,"Calidris ruficollis",c(142.3193673319, -38.3587849729),"#2F6C99"
150.7470817205,-34.8609167414,"Calidris ruficollis",c(150.7470817205, -34.8609167414),"#2F6C99"
144.38293125,-38.2998378734,"Calidris ruficollis",c(144.38293125, -38.2998378734),"#2F6C99"
139.9716333333,-34.173675,"Calidris ruficollis",c(139.9716333333, -34.173675),"#2F6C99"
139.9716333333,-34.173675,"Calidris ruficollis",c(139.9716333333, -34.173675),"#2F6C99"
144.37814594,-38.3030783861,"Calidris ruficollis",c(144.37814594, -38.3030783861),"#2F6C99"
144.1906660865,-38.4112306214,"Calidris ruficollis",c(144.1906660865, -38.4112306214),"#2F6C99"
139.2052471419,-35.3260445743,"Calidris ruficollis",c(139.2052471419, -35.3260445743),"#2F6C99"
144.3780912962,-38.3029886586,"Calidris ruficollis",c(144.3780912962, -38.3029886586),"#2F6C99"
144.5626356,-38.0270771,"Calidris ruficollis",c(144.5626356, -38.0270771),"#2F6C99"
144.5626356,-38.0270771,"Calidris ruficollis",c(144.5626356, -38.0270771),"#2F6C99"
144.5626356,-38.0270771,"Calidris ruficollis",c(144.5626356, -38.0270771),"#2F6C99"
144.5626356,-38.0270771,"Calidris ruficollis",c(144.5626356, -38.0270771),"#2F6C99"
144.5626356,-38.0270771,"Calidris ruficollis",c(144.5626356, -38.0270771),"#2F6C99"
144.5626356,-38.0270771,"Calidris ruficollis",c(144.5626356, -38.0270771),"#2F6C99"
144.5626356,-38.0270771,"Calidris ruficollis",c(144.5626356, -38.0270771),"#2F6C99"
150.76548125,-34.85021175,"Calidris ruficollis",c(150.76548125, -34.85021175),"#2F6C99"
150.76548125,-34.85021175,"Calidris ruficollis",c(150.76548125, -34.85021175),"#2F6C99"
150.7418116667,-34.8492166667,"Calidris ruficollis",c(150.7418116667, -34.8492166667),"#2F6C99"
150.7418116667,-34.8492166667,"Calidris ruficollis",c(150.7418116667, -34.8492166667),"#2F6C99"
144.378452549,-38.3026455508,"Calidris ruficollis",c(144.378452549, -38.3026455508),"#2F6C99"
144.488636596,-38.2891190949,"Calidris ruficollis",c(144.488636596, -38.2891190949),"#2F6C99"
151.3665715635,-23.9369134928,"Calidris ruficollis",c(151.3665715635, -23.9369134928),"#2F6C99"
144.377857858,-38.3039440033,"Calidris ruficollis",c(144.377857858, -38.3039440033),"#2F6C99"
149.3908375576,-35.1522966407,"Calidris ruficollis",c(149.3908375576, -35.1522966407),"#2F6C99"
144.5819715852,-38.0117269285,"Calidris ruficollis",c(144.5819715852, -38.0117269285),"#2F6C99"
138.4453870848,-35.2697535676,"Calidris ruficollis",c(138.4453870848, -35.2697535676),"#2F6C99"
138.4452912341,-35.2697607679,"Calidris ruficollis",c(138.4452912341, -35.2697607679),"#2F6C99"
138.4461821232,-35.2694356806,"Calidris ruficollis",c(138.4461821232, -35.2694356806),"#2F6C99"
134.2848220652,-32.6817693784,"Calidris ruficollis",c(134.2848220652, -32.6817693784),"#2F6C99"
135.1700319299,-33.8730636342,"Calidris ruficollis",c(135.1700319299, -33.8730636342),"#2F6C99"
146.1698005804,-38.8456943522,"Calidris ruficollis",c(146.1698005804, -38.8456943522),"#2F6C99"
139.8539206882,-36.8042868477,"Calidris ruficollis",c(139.8539206882, -36.8042868477),"#2F6C99"
139.1823795709,-35.3339289882,"Calidris ruficollis",c(139.1823795709, -35.3339289882),"#2F6C99"
144.5279661691,-38.041363536,"Calidris ruficollis",c(144.5279661691, -38.041363536),"#2F6C99"
150.7427898524,-34.8600181964,"Calidris ruficollis",c(150.7427898524, -34.8600181964),"#2F6C99"
139.1510115442,-35.3321503151,"Calidris ruficollis",c(139.1510115442, -35.3321503151),"#2F6C99"
144.5618631238,-38.0083465909,"Calidris ruficollis",c(144.5618631238, -38.0083465909),"#2F6C99"
150.7435623286,-34.86065205,"Calidris ruficollis",c(150.7435623286, -34.86065205),"#2F6C99"
144.3779406376,-38.302212761,"Calidris ruficollis",c(144.3779406376, -38.302212761),"#2F6C99"
144.3777275153,-38.3030699668,"Calidris ruficollis",c(144.3777275153, -38.3030699668),"#2F6C99"
151.1522679,-34.0512081,"Calidris ruficollis",c(151.1522679, -34.0512081),"#2F6C99"
151.1522679,-34.0512081,"Calidris ruficollis",c(151.1522679, -34.0512081),"#2F6C99"
150.745107281,-34.8588913335,"Calidris ruficollis",c(150.745107281, -34.8588913335),"#2F6C99"
150.7439056513,-34.8600181964,"Calidris ruficollis",c(150.7439056513, -34.8600181964),"#2F6C99"
150.743991482,-34.8598069108,"Calidris ruficollis",c(150.743991482, -34.8598069108),"#2F6C99"
144.3776442352,-38.3032784863,"Calidris ruficollis",c(144.3776442352, -38.3032784863),"#2F6C99"
150.743991482,-34.8599477679,"Calidris ruficollis",c(150.743991482, -34.8599477679),"#2F6C99"
138.5823959548,-34.8277662677,"Calidris ruficollis",c(138.5823959548, -34.8277662677),"#2F6C99"
145.7719243291,-16.9130929182,"Calidris ruficollis",c(145.7719243291, -16.9130929182),"#2F6C99"
144.4408938576,-38.0859393581,"Calidris ruficollis",c(144.4408938576, -38.0859393581),"#2F6C99"
144.5890368843,-38.005981458,"Calidris ruficollis",c(144.5890368843, -38.005981458),"#2F6C99"
144.5867593503,-37.9988564178,"Calidris ruficollis",c(144.5867593503, -37.9988564178),"#2F6C99"
144.5857293821,-37.9993975083,"Calidris ruficollis",c(144.5857293821, -37.9993975083),"#2F6C99"
144.5896317134,-37.9890935976,"Calidris ruficollis",c(144.5896317134, -37.9890935976),"#2F6C99"
144.5895458827,-37.9888906606,"Calidris ruficollis",c(144.5895458827, -37.9888906606),"#2F6C99"
144.5892883906,-37.9890149525,"Calidris ruficollis",c(144.5892883906, -37.9890149525),"#2F6C99"
144.5895458827,-37.9894664732,"Calidris ruficollis",c(144.5895458827, -37.9894664732),"#2F6C99"
144.5896317134,-37.9893311826,"Calidris ruficollis",c(144.5896317134, -37.9893311826),"#2F6C99"
144.58920256,-37.9894664732,"Calidris ruficollis",c(144.58920256, -37.9894664732),"#2F6C99"
144.5891167293,-37.9895341184,"Calidris ruficollis",c(144.5891167293, -37.9895341184),"#2F6C99"
144.5892883906,-37.9898723434,"Calidris ruficollis",c(144.5892883906, -37.9898723434),"#2F6C99"
144.5896317134,-37.989219546,"Calidris ruficollis",c(144.5896317134, -37.989219546),"#2F6C99"
144.5896317134,-37.9896254176,"Calidris ruficollis",c(144.5896317134, -37.9896254176),"#2F6C99"
144.5895458827,-37.9902342207,"Calidris ruficollis",c(144.5895458827, -37.9902342207),"#2F6C99"
144.5899750362,-37.9896930626,"Calidris ruficollis",c(144.5899750362, -37.9896930626),"#2F6C99"
144.5903183589,-37.9894224821,"Calidris ruficollis",c(144.5903183589, -37.9894224821),"#2F6C99"
144.5901466975,-37.9892668551,"Calidris ruficollis",c(144.5901466975, -37.9892668551),"#2F6C99"
144.5899750362,-37.9893614746,"Calidris ruficollis",c(144.5899750362, -37.9893614746),"#2F6C99"
144.5639873975,-38.0268949601,"Calidris ruficollis",c(144.5639873975, -38.0268949601),"#2F6C99"
144.377987045,-38.3034187829,"Calidris ruficollis",c(144.377987045, -38.3034187829),"#2F6C99"
144.6355708,-37.9531376,"Calidris ruficollis",c(144.6355708, -37.9531376),"#2F6C99"
144.6355708,-37.9531376,"Calidris ruficollis",c(144.6355708, -37.9531376),"#2F6C99"
146.6627975206,-19.1828484481,"Calidris ruficollis",c(146.6627975206, -19.1828484481),"#2F6C99"
144.3788430725,-38.3019334351,"Calidris ruficollis",c(144.3788430725, -38.3019334351),"#2F6C99"
144.6215966008,-37.9926957007,"Calidris ruficollis",c(144.6215966008, -37.9926957007),"#2F6C99"
144.3845432628,-38.2931540904,"Calidris ruficollis",c(144.3845432628, -38.2931540904),"#2F6C99"
144.378020894,-38.3032534191,"Calidris ruficollis",c(144.378020894, -38.3032534191),"#2F6C99"
146.6628116667,-19.18337,"Calidris ruficollis",c(146.6628116667, -19.18337),"#2F6C99"
144.377472049,-38.3034558145,"Calidris ruficollis",c(144.377472049, -38.3034558145),"#2F6C99"
143.719824627,-37.4300444378,"Calidris ruficollis",c(143.719824627, -37.4300444378),"#2F6C99"
115.7322778397,-32.7870094495,"Calidris ruficollis",c(115.7322778397, -32.7870094495),"#2F6C99"
144.3781549033,-38.3020399173,"Calidris ruficollis",c(144.3781549033, -38.3020399173),"#2F6C99"
135.8674062111,-34.7458795151,"Calidris ruficollis",c(135.8674062111, -34.7458795151),"#2F6C99"
121.8236113577,-33.8221950867,"Calidris ruficollis",c(121.8236113577, -33.8221950867),"#2F6C99"
139.1691172885,-35.3287025834,"Calidris ruficollis",c(139.1691172885, -35.3287025834),"#2F6C99"
142.101810463,-34.2036844854,"Calidris ruficollis",c(142.101810463, -34.2036844854),"#2F6C99"
142.1032919955,-34.2016772873,"Calidris ruficollis",c(142.1032919955, -34.2016772873),"#2F6C99"
142.1038084299,-34.2051968161,"Calidris ruficollis",c(142.1038084299, -34.2051968161),"#2F6C99"
142.100673913,-34.2009961792,"Calidris ruficollis",c(142.100673913, -34.2009961792),"#2F6C99"
142.1026293049,-34.2147199714,"Calidris ruficollis",c(142.1026293049, -34.2147199714),"#2F6C99"
144.3776008912,-38.3021579103,"Calidris ruficollis",c(144.3776008912, -38.3021579103),"#2F6C99"
142.1036140476,-34.2013955807,"Calidris ruficollis",c(142.1036140476, -34.2013955807),"#2F6C99"
144.3777373939,-38.3021791488,"Calidris ruficollis",c(144.3777373939, -38.3021791488),"#2F6C99"
143.7475122217,-35.4980722217,"Calidris ruficollis",c(143.7475122217, -35.4980722217),"#2F6C99"
143.7185599655,-37.4254681401,"Calidris ruficollis",c(143.7185599655, -37.4254681401),"#2F6C99"
144.378720223,-38.3018178657,"Calidris ruficollis",c(144.378720223, -38.3018178657),"#2F6C99"
144.3779477469,-38.3033670419,"Calidris ruficollis",c(144.3779477469, -38.3033670419),"#2F6C99"
139.8524960512,-36.810589686,"Calidris ruficollis",c(139.8524960512, -36.810589686),"#2F6C99"
144.3781539684,-38.3036121011,"Calidris ruficollis",c(144.3781539684, -38.3036121011),"#2F6C99"
144.3783539991,-38.3029858947,"Calidris ruficollis",c(144.3783539991, -38.3029858947),"#2F6C99"
144.5715013473,-38.019273102,"Calidris ruficollis",c(144.5715013473, -38.019273102),"#2F6C99"
144.5715013473,-38.019273102,"Calidris ruficollis",c(144.5715013473, -38.019273102),"#2F6C99"
144.5715013473,-38.019273102,"Calidris ruficollis",c(144.5715013473, -38.019273102),"#2F6C99"
144.4442283333,-38.0799861667,"Calidris ruficollis",c(144.4442283333, -38.0799861667),"#2F6C99"
142.3000300121,-38.3602873801,"Calidris ruficollis",c(142.3000300121, -38.3602873801),"#2F6C99"
137.8154666897,-35.7987316977,"Calidris ruficollis",c(137.8154666897, -35.7987316977),"#2F6C99"
139.1740358993,-35.3308271748,"Calidris ruficollis",c(139.1740358993, -35.3308271748),"#2F6C99"
139.1740358993,-35.3308271748,"Calidris ruficollis",c(139.1740358993, -35.3308271748),"#2F6C99"
139.1740358993,-35.3308271748,"Calidris ruficollis",c(139.1740358993, -35.3308271748),"#2F6C99"
142.3044361111,-38.3587722222,"Calidris ruficollis",c(142.3044361111, -38.3587722222),"#2F6C99"
139.1526136192,-35.3318655452,"Calidris ruficollis",c(139.1526136192, -35.3318655452),"#2F6C99"
139.2131073651,-35.3272280731,"Calidris ruficollis",c(139.2131073651, -35.3272280731),"#2F6C99"
139.1704521951,-35.3303573027,"Calidris ruficollis",c(139.1704521951, -35.3303573027),"#2F6C99"
139.2116965231,-35.3281777961,"Calidris ruficollis",c(139.2116965231, -35.3281777961),"#2F6C99"
144.4266209337,-38.2834832825,"Calidris ruficollis",c(144.4266209337, -38.2834832825),"#2F6C99"
138.8299893662,-35.5302645495,"Calidris ruficollis",c(138.8299893662, -35.5302645495),"#2F6C99"
139.5694894466,-36.0315677137,"Calidris ruficollis",c(139.5694894466, -36.0315677137),"#2F6C99"
144.6153400351,-36.8969481294,"Calidris ruficollis",c(144.6153400351, -36.8969481294),"#2F6C99"
144.6151889802,-36.8971450444,"Calidris ruficollis",c(144.6151889802, -36.8971450444),"#2F6C99"
144.6153020913,-36.8971800298,"Calidris ruficollis",c(144.6153020913, -36.8971800298),"#2F6C99"
144.8996075961,-37.8480574578,"Calidris ruficollis",c(144.8996075961, -37.8480574578),"#2F6C99"
119.3971293294,-34.3169208182,"Calidris ruficollis",c(119.3971293294, -34.3169208182),"#2F6C99"
144.5273428783,-38.0417499001,"Calidris ruficollis",c(144.5273428783, -38.0417499001),"#2F6C99"
152.880177949,-25.6059679791,"Calidris ruficollis",c(152.880177949, -25.6059679791),"#2F6C99"
147.5302681533,-42.7802675683,"Calidris ruficollis",c(147.5302681533, -42.7802675683),"#2F6C99"
138.4458141549,-35.2694823328,"Calidris ruficollis",c(138.4458141549, -35.2694823328),"#2F6C99"
138.7933919662,-35.5171070155,"Calidris ruficollis",c(138.7933919662, -35.5171070155),"#2F6C99"
144.5122210717,-38.0438882,"Calidris ruficollis",c(144.5122210717, -38.0438882),"#2F6C99"
144.50697972,-38.0466340133,"Calidris ruficollis",c(144.50697972, -38.0466340133),"#2F6C99"
119.2801216923,-34.2515138667,"Calidris ruficollis",c(119.2801216923, -34.2515138667),"#2F6C99"
153.168675561,-27.4073296788,"Calidris ruficollis",c(153.168675561, -27.4073296788),"#2F6C99"
121.863790699,-33.8448009419,"Calidris ruficollis",c(121.863790699, -33.8448009419),"#2F6C99"
144.5682138494,-38.0213678923,"Calidris ruficollis",c(144.5682138494, -38.0213678923),"#2F6C99"
144.5682138494,-38.0213678923,"Calidris ruficollis",c(144.5682138494, -38.0213678923),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
145.776,-16.9183,"Calidris ruficollis",c(145.776, -16.9183),"#2F6C99"
145.774,-16.9166,"Calidris ruficollis",c(145.774, -16.9166),"#2F6C99"
144.592,-37.9979,"Calidris ruficollis",c(144.592, -37.9979),"#2F6C99"
153.184,-27.3757,"Calidris ruficollis",c(153.184, -27.3757),"#2F6C99"
153.604,-28.8431,"Calidris ruficollis",c(153.604, -28.8431),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.523,-38.0416,"Calidris ruficollis",c(144.523, -38.0416),"#2F6C99"
